Date (MM/DD/YYYY),delay_class,Arrival Time,EWR,IAD,ORD,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,wind_spd,temp,wind_dir,weather,precip,pres,vis,clouds,dewpt,rh,wind_gust_spd
2023-01-08 15:02:00,late,15:02,0,0,0,0,0,0,0,1,0,2.1,2.0333333333333337,253.33333333333334,803.0,0.0,990.5666666666666,16.0,54.0,-2.8666666666666667,70.0,2.2333333333333334
2023-01-08 21:17:00,early,21:17,0,0,1,0,0,0,0,1,0,3.233333333333333,-1.5,308.3333333333333,804.0,0.0,991.0,13.0,95.66666666666667,-3.533333333333333,86.0,3.5
2022-01-09 23:44:00,severely late,23:44,0,1,0,0,0,0,1,0,0,7.233333333333334,-8.6,261.6666666666667,801.6666666666666,0.0,1000.75,16.0,29.0,-13.533333333333333,67.33333333333333,10.666666666666666
2023-01-09 14:59:00,on-time,14:59,0,0,0,0,0,0,0,0,0,5.5,3.6999999999999997,220.0,800.0,0.0,989.3333333333334,15.0,0.0,-3.033333333333333,61.333333333333336,6.266666666666667
2023-01-09 21:17:00,early,21:17,0,0,1,0,0,0,0,0,0,2.9333333333333336,1.3,190.0,800.0,0.0,987.2333333333335,16.0,0.0,-2.7999999999999994,74.0,3.1666666666666665
2023-01-09 23:12:00,severely late,23:12,1,0,0,0,0,0,0,0,0,2.533333333333333,1.3999999999999997,176.66666666666666,800.0,0.0,986.7333333333332,16.0,0.0,-2.9,73.0,2.6999999999999997
2022-01-10 23:44:00,late,23:44,0,1,0,0,1,0,0,0,0,4.5,-9.4,301.6666666666667,804.0,0.0,1003.4,9.0,100.0,-12.966666666666669,75.0,5.033333333333332
2023-01-10 14:59:00,severely late,14:59,0,0,0,0,0,1,0,0,0,3.4333333333333336,5.933333333333334,130.0,802.6666666666666,0.0,982.1,16.0,66.66666666666667,0.6666666666666666,69.0,3.6999999999999997
2023-01-10 21:38:00,early,21:38,0,0,1,0,0,1,0,0,0,3.433333333333333,1.3,116.66666666666667,800.0,0.0,983.9333333333334,11.333333333333334,0.0,-0.7999999999999999,86.0,3.733333333333333
2023-01-10 21:17:00,early,21:17,0,0,1,0,0,1,0,0,0,3.433333333333333,1.3,116.66666666666667,800.0,0.0,983.9333333333334,11.333333333333334,0.0,-0.7999999999999999,86.0,3.733333333333333
2023-01-10 23:12:00,early,23:12,1,0,0,0,0,1,0,0,0,4.1,1.3333333333333333,125.0,800.0,0.0,983.8000000000001,10.333333333333334,0.0,-1.0666666666666667,84.0,4.5
2022-01-11 23:44:00,early,23:44,0,1,0,0,0,0,0,1,0,8.299999999999999,-1.0333333333333334,221.66666666666666,800.0,0.0,987.4166666666666,16.0,0.0,-7.966666666666666,59.333333333333336,11.966666666666667
2023-01-11 14:59:00,severely late,14:59,0,0,0,0,0,0,0,0,1,5.133333333333334,10.733333333333334,140.0,801.3333333333334,0.0,978.1,16.0,29.0,3.9666666666666663,63.0,5.833333333333333
